FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,nom_fs,etab_adr,ouverture_jour,annee,etablissement_type,secteur,ministere_tutelle,services_proposes,geometry
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_560c,Centrale,Tchamba,Tchamba 2,Koussountou,Tchamba,Centre de Protection Matérnelle et Infantile (Cpmi) Koussountou,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",1999,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.5114593013178776 8.837157936903326)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_560d,Maritime,Golfe,Golfe 1,Bè-Est,Golfe/be,Centre de Sante Adakpame,BP62117 Lome,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1977,USP 2,Public,MSHPAUS,"{Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de soins curatifs de l enfant,Stockage medicaments vaccins produits contraceptifs,autre}",POINT (1.2847433333333333 6.17045)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_560e,Plateaux,Haho,Haho 1,Dalia,Haho1,Centre de Sante Agoto,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1992,USP 1,Public,MSHPAUS,"{autre,Services d accouchement,Services de consultations prenatales,Services de CPC}",POINT (1.3385583333333335 6.836924999999999)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_560f,Maritime,Golfe,Golfe 3,Bè-Ouest,Golfe 3,Centre National de Transfusion Sanguine Lome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1978,USP 1,Public,MSHPAUS,{Service de transfusion sanguine},POINT (1.2177427933633773 6.159553752977422)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5610,Maritime,Golfe,Golfe 4,Amoutivé,Golfe 4,Centre de Sante Amoutive,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",2016,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service d imagerie medicale,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2298265000000006 6.14021404402508)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5611,Maritime,Golfe,Golfe 4,Amoutivé,Golfe,Centre de Sante de Kodjoviakope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1986,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Stockage medicaments vaccins produits contraceptifs}",POINT (1.206017592653223 6.1167756887777855)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5612,Kara,Binah,Binah 1,Lama-Dessi,Binah,Centre de Sante de Koukoude,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1998,USP 1,Public,MSHPAUS,"{autre,Diagnostic ou traitement du paludisme,Services d accouchement,Services de planification familiale}",POINT (1.2692119641681896 9.740046485133583)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5613,Maritime,Golfe,Golfe 4,Amoutivé,Golfe,Centre de Sante de Lome Wetrivi Kondji,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service d urgence,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2203855064081657 6.1351700238011055)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5614,Plateaux,Wawa,Wawa 2,Ekéto,Wawa,Centre de Sante Eketo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",2010,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de planification familiale,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base}",POINT (0.8289315998106083 7.49668817824391)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5615,Maritime,Golfe,Golfe 3,Bè-Ouest,Golf,Centre Hospitalier des Armées de Lomé (CHAL),BP 365,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Hopital 1,Public,MINARM,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service d urgence,Service de reeducation fonctionnelle,Services de conseil et de depistage du VIH,Services de laboratoire,Services de sante destines aux adolescents,Services de soins et d appui en matiere de VIH/SIDA,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.2235466666666663 6.146608333333334)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5616,Maritime,Golfe,Golfe 3,Bè-Ouest,Golfe 4,Centre Medical des Familles des Fat,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",1986,USP 2,Public,MSHPAUS,"{Gyneco-obstetrique,Diagnostic ou traitement du paludisme,Service de transfusion sanguine,Services de conseil et de depistage du VIH,Services de consultations prenatales,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (1.2216518808823416 6.15019950992603)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5617,Maritime,Golfe,Golfe 3,Bè-Ouest,Golfe,Centre National de Recherche et de Soins Aux Drepanocytaires,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",2018,USP 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service de transfusion sanguine,Services de conseil et de depistage du VIH,Services de laboratoire,autre}",POINT (1.214049372083086 6.181274964980756)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5618,Maritime,Zio,Zio 1,Davié,Zio/davie,Centre Medico Social Davie,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1988,USP 2,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Services d accouchement,Services de consultations prenatales,Services de conseil et de depistage du VIH,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1996831925908584 6.390223730141843)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_5619,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpele/novive,CHP Adeta,BP35 Adeta,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1935,Hopital 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.7303161668606183 7.131062487020092)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_561a,Plateaux,Agou,Agou 1,Agou-Tavié,Agou,CHP Agou Gare,BP01,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1948,Hopital 1,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Prevention de la transmission mere-enfant VIH,Services de planification familiale,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (0.7170350623571325 6.8442672626417185)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_561b,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amou 1,CHP Amlame,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Hopital 1,Public,MSHPAUS,"{Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d imagerie medicale,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Stockage medicaments vaccins produits contraceptifs,Soins obstetricaux neonatals d urgence de base}",POINT (0.9102238728746723 7.473092352282709)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_561c,Plateaux,Anié,Anié 1,Anié,Anie,CHP Anie,BP 84 Anie,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",2010,Hopital 1,Public,MSHPAUS,"{autre,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Service de reeducation fonctionnelle,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux neonatals d urgence de base,Soins obstetricaux et neonatals d urgence complets,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA)}",POINT (1.1991198463564228 7.759259122369738)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_561d,Plateaux,Danyi,Danyi 1,Danyi-Atigba,Danyi/apeyeme,CHP Apeyeme,BP09,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",1979,Hopital 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic ou traitement du paludisme,Service d hygiene et d assainissement,Diagnostic-prise en charge integree maladies non transmissibles,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.6885803788397609 7.219479984358238)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_561e,Maritime,Avé,Avé 1,Assahoun,Ave/assahoun,CHP Assahoun,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",1948,Hopital 1,Public,MSHPAUS,"{Diagnostic ou demande d examen de crachats,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Service de reeducation fonctionnelle,Service de transfusion sanguine,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins curatifs de l enfant,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),autre}",POINT (0.9113477934294248 6.454297822962439)
_mview_sant_etablissements_sante.fid--7972e7e3_19e64eeddc7_561f,Plateaux,Wawa,Wawa 1,Badou,Wawa,CHP Badou,BP 74,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",1990,Hopital 1,Public,MSHPAUS,"{Chirurgie generale,Diagnostic ou demande d examen de crachats,Traitement ou suivi therapeutique de la tuberculose,Diagnostic-prise en charge integree maladies non transmissibles,Diagnostic ou traitement du paludisme,Gyneco-obstetrique,Service d hygiene et d assainissement,Service d urgence,Service de reeducation fonctionnelle,Services d accouchement,Services de conseil et de depistage du VIH,Services de consultations prenatales,Services de CPC,Services de laboratoire,Services de planification familiale,Prevention de la transmission mere-enfant VIH,Services de sante destines aux adolescents,Services de soins et d appui en matiere de VIH/SIDA,Services de vaccination de l enfant,Soins obstetricaux et neonatals d urgence complets,Soins obstetricaux neonatals d urgence de base,Stockage medicaments vaccins produits contraceptifs,Traitement antiretroviral (VIH-SIDA),Services de soins curatifs de l enfant}",POINT (0.6050447737689584 7.58923512310091)
